,MARITAL_STATUS,EDUCATION_LEVEL,RESIDENTAL_STATUS,LOAN_AMOUNT,INCOME,GENDER,NUMBER_OF_PRIOR_LOANS,AGE,TENURE,PRESENT_EMPLOYMENT_SINCE,FAMILY_SIZE,OCCUPATION
36575,Married,Bachelor's Degree,Tenant,10000.0,2750.0,Male,3.0,63.0,6.0,More Than Seven Years,5.0,Farmer
59500,Single,Bachelor's Degree,Tenant,40000.0,2750.0,Female,0.0,27.0,89.0,Unemployed,4.0,Army
71155,Married,Bachelor's Degree,Owner,70000.0,4250.0,Female,1.0,55.0,15.0,Less Than One Year,2.0,Professional
14973,Single,Bachelor's Degree,Owner,50000.0,4250.0,Female,2.0,60.0,10.0,Less Than Four Years,3.0,Manager
63918,Married,Master's Degree,Tenant,10000.0,2150.0,Female,1.0,22.0,8.0,Less Than One Year,3.0,Army
20538,Single,Master's Degree,Tenant,45000.0,2750.0,Male,0.0,49.0,12.0,Less Than Four Years,3.0,Technician
61516,Married,Bachelor's Degree,Owner,35000.0,4250.0,Male,1.0,57.0,38.0,Less Than Four Years,4.0,Professional
25372,Divorced,Bachelor's Degree,Owner,40000.0,5250.0,Female,2.0,59.0,14.0,Less Than One Year,6.0,Manager
18800,Married,Bachelor's Degree,Owner,20000.0,6250.0,Male,0.0,70.0,20.0,More Than Seven Years,3.0,Professional
6344,Divorced,Master's Degree,Tenant,45000.0,2750.0,Female,0.0,51.0,59.0,Less Than Seven Years,3.0,Army
71675,Divorced,Master's Degree,Tenant,40000.0,2750.0,Female,3.0,30.0,10.0,More Than Seven Years,3.0,Manager
66321,Single,Bachelor's Degree,Tenant,10000.0,2150.0,Female,0.0,27.0,15.0,More Than Seven Years,6.0,Farmer
30403,Divorced,Bachelor's Degree,Tenant,10000.0,2150.0,Female,1.0,37.0,11.0,Less Than One Year,4.0,Farmer
23173,Married,Master's Degree,Tenant,30000.0,3750.0,Female,3.0,52.0,9.0,Less Than One Year,5.0,Manager
27734,Single,Bachelor's Degree,Tenant,10000.0,2750.0,Female,3.0,44.0,11.0,Less Than One Year,7.0,Army
31778,Married,Primary School Grad,Tenant,35000.0,500.0,Female,2.0,52.0,5.0,Less Than One Year,3.0,Manager
8036,Single,Master's Degree,Tenant,30000.0,3750.0,Male,3.0,36.0,6.0,Less Than Four Years,4.0,Worker
73851,Married,Primary School Grad,Tenant,55000.0,500.0,Male,2.0,63.0,22.0,Unemployed,3.0,Professional
71849,Married,Doctorate Degree,Owner,15000.0,3750.0,Male,2.0,70.0,4.0,Less Than Four Years,3.0,Professional
22052,Divorced,Bachelor's Degree,Tenant,70000.0,2750.0,Male,0.0,44.0,4.0,Unemployed,4.0,Worker
84092,Married,Bachelor's Degree,Tenant,15000.0,2750.0,Female,0.0,53.0,2.0,Unemployed,4.0,Professional
2169,Divorced,Master's Degree,Tenant,45000.0,2150.0,Male,0.0,69.0,4.0,More Than Seven Years,2.0,Manager
53161,Married,Bachelor's Degree,Owner,15000.0,6250.0,Female,2.0,53.0,38.0,Less Than Four Years,5.0,Professional
79674,Single,Bachelor's Degree,Tenant,40000.0,6250.0,Male,2.0,23.0,7.0,Less Than Four Years,7.0,Professional
18693,Divorced,Master's Degree,Tenant,20000.0,2150.0,Female,0.0,26.0,20.0,Unemployed,3.0,Professional
26417,Married,Master's Degree,Tenant,90000.0,2750.0,Female,3.0,29.0,9.0,More Than Seven Years,3.0,Worker
77362,Married,Bachelor's Degree,Tenant,15000.0,2150.0,Female,3.0,47.0,3.0,More Than Seven Years,4.0,Army
91369,Divorced,Bachelor's Degree,Owner,30000.0,5250.0,Male,0.0,41.0,30.0,More Than Seven Years,2.0,Professional
72127,Married,Primary School Grad,Tenant,20000.0,500.0,Male,1.0,71.0,8.0,Unemployed,4.0,Professional
37226,Married,Bachelor's Degree,Tenant,35000.0,2750.0,Male,3.0,45.0,22.0,Unemployed,7.0,Farmer
47093,Single,Master's Degree,Tenant,40000.0,2750.0,Male,1.0,59.0,14.0,Less Than One Year,3.0,Army
7597,Single,Bachelor's Degree,Tenant,25000.0,2150.0,Female,1.0,64.0,6.0,Unemployed,4.0,Professional
89859,Married,Bachelor's Degree,Tenant,10000.0,2150.0,Male,0.0,21.0,15.0,Less Than Seven Years,7.0,Army
70188,Married,Bachelor's Degree,Owner,30000.0,5250.0,Male,1.0,34.0,5.0,Less Than Four Years,3.0,Professional
93762,Married,Bachelor's Degree,Owner,45000.0,5250.0,Female,2.0,63.0,64.0,Less Than Seven Years,3.0,Professional
19799,Single,Bachelor's Degree,Tenant,100000.0,2750.0,Male,3.0,68.0,7.0,Unemployed,4.0,Professional
42359,Married,Master's Degree,Tenant,30000.0,3750.0,Male,1.0,45.0,14.0,Less Than Four Years,6.0,Army
7069,Single,Bachelor's Degree,Tenant,10000.0,4250.0,Male,3.0,21.0,10.0,Unemployed,3.0,Manager
42417,Single,Bachelor's Degree,Tenant,20000.0,6250.0,Male,3.0,26.0,6.0,More Than Seven Years,5.0,Professional
97067,Single,Bachelor's Degree,Tenant,45000.0,4250.0,Female,3.0,20.0,2.0,Less Than Four Years,7.0,Professional
5744,Single,Bachelor's Degree,Tenant,35000.0,2150.0,Male,2.0,20.0,6.0,Less Than Seven Years,7.0,Army
48515,Single,Bachelor's Degree,Tenant,80000.0,5250.0,Male,0.0,27.0,8.0,More Than Seven Years,5.0,Professional
17438,Single,Bachelor's Degree,Tenant,30000.0,2750.0,Male,0.0,62.0,4.0,Unemployed,5.0,Worker
95040,Married,Bachelor's Degree,Tenant,40000.0,2750.0,Female,2.0,47.0,38.0,Unemployed,4.0,Worker
91575,Married,Primary School Grad,Tenant,20000.0,500.0,Male,1.0,45.0,21.0,Less Than One Year,2.0,Clerical
77487,Married,Bachelor's Degree,Tenant,45000.0,6250.0,Female,1.0,28.0,31.0,Unemployed,7.0,Professional
929,Single,Primary School Grad,Tenant,15000.0,500.0,Female,2.0,54.0,18.0,Less Than Seven Years,3.0,Clerical
98966,Single,Doctorate Degree,Tenant,20000.0,3750.0,Male,1.0,35.0,4.0,Unemployed,2.0,Professional
22852,Married,Bachelor's Degree,Owner,40000.0,6250.0,Female,2.0,71.0,7.0,Unemployed,2.0,Manager
8767,Divorced,Bachelor's Degree,Tenant,45000.0,5250.0,Female,2.0,31.0,15.0,More Than Seven Years,7.0,Professional
11120,Single,Bachelor's Degree,Tenant,40000.0,2750.0,Female,1.0,31.0,83.0,Less Than Seven Years,5.0,Professional
47498,Married,Primary School Grad,Family Home,45000.0,500.0,Male,2.0,30.0,3.0,Less Than Four Years,4.0,Farmer
94333,Single,Bachelor's Degree,Owner,10000.0,4250.0,Male,1.0,54.0,1.0,More Than Seven Years,4.0,Manager
11738,Married,Bachelor's Degree,Owner,15000.0,6250.0,Male,0.0,39.0,36.0,More Than Seven Years,3.0,Manager
44014,Divorced,Bachelor's Degree,Owner,10000.0,4250.0,Female,0.0,50.0,40.0,Unemployed,4.0,Manager
2011,Divorced,Bachelor's Degree,Owner,70000.0,3750.0,Female,1.0,63.0,3.0,More Than Seven Years,3.0,Manager
17297,Married,Master's Degree,Tenant,45000.0,3750.0,Female,0.0,32.0,13.0,Less Than Four Years,7.0,Army
40379,Divorced,Master's Degree,Tenant,40000.0,2750.0,Female,0.0,64.0,31.0,More Than Seven Years,3.0,Technician
71442,Married,Bachelor's Degree,Tenant,30000.0,2750.0,Male,1.0,43.0,22.0,Less Than Seven Years,7.0,Worker
44179,Divorced,Bachelor's Degree,Owner,10000.0,5250.0,Female,1.0,63.0,38.0,More Than Seven Years,3.0,Professional
84526,Married,Master's Degree,Tenant,50000.0,2150.0,Male,3.0,39.0,18.0,More Than Seven Years,3.0,Professional
93376,Single,Bachelor's Degree,Tenant,40000.0,2750.0,Male,1.0,65.0,8.0,Less Than Four Years,4.0,Army
21312,Married,Master's Degree,Tenant,15000.0,2750.0,Female,0.0,41.0,23.0,Less Than Seven Years,2.0,Army
91703,Married,Bachelor's Degree,Tenant,25000.0,2750.0,Female,0.0,54.0,14.0,Less Than Seven Years,4.0,Worker
39332,Married,Bachelor's Degree,Tenant,40000.0,2750.0,Female,1.0,37.0,20.0,Less Than Four Years,4.0,Worker
68803,Married,Master's Degree,Tenant,20000.0,2150.0,Male,1.0,27.0,26.0,Less Than Seven Years,2.0,Farmer
81926,Married,Master's Degree,Tenant,30000.0,2750.0,Female,3.0,36.0,12.0,Less Than Four Years,3.0,Army
76708,Married,Bachelor's Degree,Owner,75000.0,5250.0,Male,2.0,23.0,29.0,More Than Seven Years,3.0,Manager
40603,Single,Bachelor's Degree,Tenant,10000.0,2750.0,Male,3.0,45.0,3.0,Less Than One Year,4.0,Professional
88503,Married,Master's Degree,Tenant,10000.0,3750.0,Female,3.0,24.0,11.0,More Than Seven Years,4.0,Army
45734,Single,Master's Degree,Tenant,20000.0,2750.0,Female,0.0,54.0,6.0,Less Than One Year,3.0,Technician
85920,Single,Bachelor's Degree,Tenant,100000.0,2750.0,Female,2.0,54.0,15.0,More Than Seven Years,4.0,Worker
83555,Single,Bachelor's Degree,Tenant,35000.0,2750.0,Female,1.0,70.0,5.0,Less Than Seven Years,4.0,Clerical
66677,Single,Master's Degree,Tenant,30000.0,3750.0,Female,1.0,26.0,5.0,Less Than One Year,4.0,Technician
75769,Married,Primary School Grad,Family Home,25000.0,500.0,Female,0.0,27.0,15.0,More Than Seven Years,6.0,Professional
47775,Single,Bachelor's Degree,Tenant,15000.0,2150.0,Female,3.0,71.0,15.0,Less Than Four Years,7.0,Farmer
64047,Divorced,Master's Degree,Tenant,45000.0,2750.0,Male,1.0,18.0,27.0,Less Than Four Years,2.0,Professional
15434,Married,Bachelor's Degree,Owner,105000.0,6250.0,Male,1.0,71.0,19.0,Unemployed,2.0,Manager
82279,Single,Primary School Grad,Family Home,15000.0,500.0,Male,1.0,30.0,51.0,Less Than One Year,3.0,Farmer
68670,Single,Bachelor's Degree,Owner,10000.0,6250.0,Female,0.0,18.0,7.0,Less Than Seven Years,2.0,Manager
54312,Divorced,Master's Degree,Tenant,35000.0,2150.0,Male,0.0,34.0,23.0,Less Than One Year,2.0,Clerical
39758,Married,Bachelor's Degree,Owner,40000.0,6250.0,Male,1.0,21.0,10.0,Less Than One Year,3.0,Manager
52395,Married,Primary School Grad,Tenant,10000.0,500.0,Male,2.0,49.0,12.0,Less Than Seven Years,3.0,Farmer
79003,Married,Bachelor's Degree,Tenant,40000.0,5250.0,Female,2.0,30.0,29.0,Less Than One Year,4.0,Manager
84162,Married,Master's Degree,Tenant,35000.0,2750.0,Female,2.0,22.0,9.0,Unemployed,3.0,Worker
17858,Divorced,Bachelor's Degree,Tenant,45000.0,2750.0,Female,1.0,36.0,34.0,Less Than Four Years,4.0,Professional
42849,Single,Master's Degree,Tenant,35000.0,2750.0,Female,3.0,40.0,30.0,More Than Seven Years,2.0,Professional
93547,Married,Bachelor's Degree,Tenant,40000.0,2150.0,Male,1.0,60.0,10.0,Less Than Seven Years,4.0,Clerical
36027,Married,Bachelor's Degree,Owner,40000.0,6250.0,Male,1.0,20.0,31.0,Less Than Seven Years,6.0,Manager
62493,Divorced,Master's Degree,Tenant,10000.0,2150.0,Male,0.0,38.0,4.0,Less Than Seven Years,3.0,Professional
61049,Single,Bachelor's Degree,Owner,20000.0,4250.0,Female,1.0,54.0,12.0,Less Than Four Years,2.0,Professional
75749,Single,Bachelor's Degree,Owner,20000.0,5250.0,Male,3.0,25.0,1.0,Less Than One Year,3.0,Professional
36788,Married,Bachelor's Degree,Tenant,40000.0,2150.0,Female,1.0,22.0,10.0,More Than Seven Years,7.0,Professional
90486,Divorced,Bachelor's Degree,Owner,105000.0,5250.0,Female,0.0,60.0,7.0,Less Than Seven Years,3.0,Manager
36268,Divorced,Master's Degree,Tenant,20000.0,2750.0,Male,1.0,30.0,37.0,Less Than One Year,3.0,Clerical
17514,Married,Bachelor's Degree,Tenant,25000.0,2750.0,Male,0.0,58.0,5.0,Less Than Seven Years,5.0,Farmer
79285,Single,Bachelor's Degree,Tenant,10000.0,2750.0,Female,0.0,33.0,54.0,Less Than One Year,6.0,Army
10516,Married,Primary School Grad,Family Home,20000.0,500.0,Female,3.0,27.0,4.0,Less Than Seven Years,3.0,Manager
7461,Single,Bachelor's Degree,Tenant,10000.0,2750.0,Female,1.0,66.0,16.0,Less Than Four Years,4.0,Professional
38392,Single,Primary School Grad,Family Home,30000.0,500.0,Female,0.0,19.0,8.0,Less Than Four Years,2.0,Worker
50583,Married,Primary School Grad,Tenant,55000.0,2750.0,Male,0.0,52.0,8.0,Less Than Seven Years,4.0,Professional
97577,Single,Master's Degree,Tenant,40000.0,3750.0,Male,1.0,35.0,27.0,More Than Seven Years,7.0,Manager
74878,Married,Bachelor's Degree,Tenant,15000.0,4250.0,Female,2.0,34.0,22.0,Less Than Four Years,4.0,Professional
77872,Single,Bachelor's Degree,Tenant,15000.0,2150.0,Female,1.0,71.0,33.0,Less Than Four Years,4.0,Manager
37437,Married,Bachelor's Degree,Owner,40000.0,5250.0,Male,3.0,63.0,64.0,Unemployed,7.0,Manager
74964,Married,Master's Degree,Tenant,15000.0,2150.0,Male,0.0,60.0,44.0,More Than Seven Years,2.0,Farmer
38244,Single,Bachelor's Degree,Tenant,35000.0,2750.0,Female,2.0,59.0,4.0,Less Than Seven Years,4.0,Clerical
31705,Married,Bachelor's Degree,Tenant,15000.0,2750.0,Male,3.0,61.0,11.0,Less Than Seven Years,4.0,Professional
67534,Divorced,Primary School Grad,Tenant,65000.0,500.0,Male,1.0,60.0,7.0,Less Than One Year,3.0,Technician
89900,Married,Bachelor's Degree,Tenant,45000.0,2750.0,Male,2.0,26.0,17.0,More Than Seven Years,7.0,Farmer
48438,Married,Bachelor's Degree,Tenant,20000.0,5250.0,Male,0.0,27.0,13.0,Less Than One Year,4.0,Professional
34624,Married,Master's Degree,Tenant,35000.0,2150.0,Male,0.0,27.0,15.0,Less Than One Year,2.0,Professional
2282,Single,Bachelor's Degree,Tenant,20000.0,2750.0,Male,2.0,27.0,54.0,Less Than Seven Years,4.0,Army
94475,Single,Bachelor's Degree,Tenant,50000.0,2750.0,Male,2.0,55.0,12.0,Less Than One Year,7.0,Professional
28669,Married,Master's Degree,Tenant,10000.0,2750.0,Male,0.0,67.0,7.0,Unemployed,3.0,Manager
78928,Married,Bachelor's Degree,Tenant,15000.0,2750.0,Male,2.0,19.0,13.0,Less Than Seven Years,5.0,Worker
22785,Married,Master's Degree,Tenant,40000.0,3750.0,Male,3.0,22.0,32.0,Less Than Four Years,4.0,Professional
71975,Married,Bachelor's Degree,Tenant,105000.0,2750.0,Male,0.0,63.0,4.0,Less Than Seven Years,5.0,Worker
93533,Single,Bachelor's Degree,Tenant,35000.0,6250.0,Female,0.0,31.0,5.0,Less Than One Year,4.0,Manager
6031,Married,Primary School Grad,Tenant,105000.0,500.0,Male,1.0,58.0,3.0,Less Than One Year,5.0,Army
33154,Married,Bachelor's Degree,Tenant,25000.0,6250.0,Female,3.0,29.0,15.0,Less Than One Year,5.0,Manager
30373,Married,Master's Degree,Tenant,10000.0,2750.0,Female,1.0,33.0,27.0,Less Than Four Years,4.0,Army
77313,Married,Bachelor's Degree,Tenant,15000.0,2150.0,Male,1.0,24.0,17.0,Less Than Four Years,4.0,Professional
62068,Divorced,Bachelor's Degree,Tenant,55000.0,6250.0,Female,0.0,40.0,4.0,Less Than Seven Years,7.0,Manager
60058,Married,Bachelor's Degree,Tenant,100000.0,2750.0,Female,2.0,69.0,10.0,Less Than Seven Years,5.0,Technician
19539,Married,Master's Degree,Tenant,40000.0,2150.0,Male,2.0,62.0,63.0,Unemployed,2.0,Worker
17154,Married,Bachelor's Degree,Tenant,15000.0,2750.0,Female,2.0,22.0,70.0,Unemployed,7.0,Manager
46619,Married,Primary School Grad,Family Home,50000.0,500.0,Female,0.0,35.0,5.0,Less Than One Year,4.0,Worker
64200,Married,Bachelor's Degree,Tenant,40000.0,2150.0,Female,0.0,28.0,59.0,Less Than One Year,6.0,Technician
76917,Single,Bachelor's Degree,Tenant,55000.0,2750.0,Female,3.0,33.0,30.0,Less Than One Year,4.0,Professional
70194,Married,Master's Degree,Tenant,20000.0,2150.0,Female,3.0,24.0,5.0,More Than Seven Years,2.0,Professional
78033,Married,Bachelor's Degree,Owner,40000.0,4250.0,Male,1.0,45.0,6.0,Less Than Four Years,3.0,Professional
74637,Divorced,Master's Degree,Tenant,20000.0,2150.0,Female,2.0,32.0,4.0,More Than Seven Years,2.0,Army
10058,Single,Bachelor's Degree,Tenant,25000.0,2150.0,Female,1.0,36.0,76.0,More Than Seven Years,4.0,Manager
34610,Married,Master's Degree,Tenant,30000.0,3750.0,Male,1.0,52.0,22.0,More Than Seven Years,4.0,Worker
51649,Married,Bachelor's Degree,Tenant,15000.0,2150.0,Male,3.0,56.0,12.0,More Than Seven Years,6.0,Manager
86120,Married,Master's Degree,Tenant,65000.0,3750.0,Female,2.0,67.0,8.0,Less Than Seven Years,4.0,Professional
36636,Married,Bachelor's Degree,Tenant,35000.0,2750.0,Female,2.0,55.0,87.0,More Than Seven Years,4.0,Worker
71425,Married,Bachelor's Degree,Tenant,15000.0,6250.0,Female,2.0,35.0,11.0,Unemployed,4.0,Manager
61350,Married,Master's Degree,Tenant,50000.0,2750.0,Female,3.0,46.0,5.0,Less Than One Year,2.0,Professional
14376,Married,Doctorate Degree,Owner,10000.0,3750.0,Male,0.0,58.0,15.0,Less Than Seven Years,3.0,Manager
19086,Single,Bachelor's Degree,Owner,45000.0,5250.0,Female,2.0,37.0,13.0,Less Than One Year,3.0,Manager
24306,Single,Bachelor's Degree,Tenant,80000.0,2750.0,Female,3.0,43.0,15.0,Less Than One Year,4.0,Clerical
44409,Divorced,Doctorate Degree,Owner,20000.0,3750.0,Male,2.0,46.0,4.0,Unemployed,3.0,Professional
16715,Married,Bachelor's Degree,Owner,80000.0,6250.0,Female,1.0,18.0,9.0,Unemployed,7.0,Professional
95344,Married,Master's Degree,Tenant,25000.0,2750.0,Female,1.0,20.0,32.0,More Than Seven Years,2.0,Technician
78931,Single,Bachelor's Degree,Tenant,20000.0,5250.0,Female,2.0,35.0,23.0,Less Than Four Years,4.0,Professional
10651,Single,Master's Degree,Tenant,15000.0,2150.0,Female,2.0,36.0,28.0,Less Than One Year,3.0,Manager
34542,Divorced,Bachelor's Degree,Tenant,25000.0,2750.0,Female,2.0,55.0,15.0,Less Than Four Years,4.0,Worker
16977,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Male,1.0,35.0,5.0,Less Than Four Years,5.0,Manager
24995,Married,Master's Degree,Tenant,15000.0,2750.0,Female,1.0,53.0,7.0,More Than Seven Years,3.0,Technician
3744,Married,Primary School Grad,Tenant,25000.0,500.0,Male,1.0,65.0,91.0,Less Than Seven Years,3.0,Worker
82909,Married,Bachelor's Degree,Tenant,15000.0,5250.0,Female,0.0,28.0,35.0,Less Than Four Years,5.0,Professional
38211,Single,Bachelor's Degree,Tenant,10000.0,2150.0,Male,1.0,60.0,3.0,Less Than Seven Years,4.0,Clerical
97815,Married,Bachelor's Degree,Owner,40000.0,6250.0,Male,0.0,63.0,10.0,Less Than Four Years,4.0,Professional
46737,Married,Primary School Grad,Family Home,10000.0,500.0,Male,3.0,34.0,15.0,More Than Seven Years,4.0,Farmer
23377,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Female,1.0,47.0,25.0,Less Than Seven Years,4.0,Worker
67411,Married,Bachelor's Degree,Tenant,25000.0,2150.0,Male,3.0,64.0,8.0,Less Than Seven Years,5.0,Farmer
22190,Single,Bachelor's Degree,Owner,90000.0,5250.0,Male,1.0,47.0,38.0,Less Than One Year,4.0,Professional
3760,Single,Bachelor's Degree,Tenant,50000.0,2750.0,Male,3.0,21.0,12.0,Less Than Seven Years,7.0,Clerical
98343,Married,Primary School Grad,Family Home,15000.0,500.0,Female,2.0,32.0,29.0,Less Than One Year,2.0,Professional
35820,Married,Bachelor's Degree,Tenant,30000.0,2150.0,Female,1.0,42.0,1.0,Unemployed,4.0,Manager
52893,Married,Bachelor's Degree,Tenant,85000.0,6250.0,Female,3.0,63.0,5.0,Unemployed,4.0,Manager
79190,Divorced,Bachelor's Degree,Tenant,25000.0,2750.0,Female,0.0,60.0,14.0,Unemployed,5.0,Professional
78682,Single,Master's Degree,Tenant,45000.0,2150.0,Male,3.0,48.0,17.0,Less Than Four Years,3.0,Army
37383,Single,Bachelor's Degree,Tenant,25000.0,2750.0,Male,1.0,19.0,6.0,Less Than Four Years,4.0,Worker
81348,Single,Bachelor's Degree,Tenant,20000.0,4250.0,Female,1.0,33.0,1.0,Unemployed,4.0,Manager
3321,Single,Bachelor's Degree,Owner,45000.0,5250.0,Female,1.0,45.0,11.0,Less Than Four Years,3.0,Manager
55398,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Male,3.0,46.0,8.0,Less Than Four Years,4.0,Worker
64089,Married,Bachelor's Degree,Owner,15000.0,6250.0,Male,2.0,62.0,5.0,More Than Seven Years,6.0,Manager
22432,Married,Doctorate Degree,Owner,10000.0,3750.0,Male,3.0,59.0,79.0,Unemployed,3.0,Professional
68847,Divorced,Bachelor's Degree,Owner,45000.0,5250.0,Female,3.0,46.0,10.0,Unemployed,4.0,Manager
99312,Married,Bachelor's Degree,Tenant,25000.0,2750.0,Female,0.0,36.0,20.0,Less Than Four Years,5.0,Manager
99239,Single,Bachelor's Degree,Tenant,20000.0,2750.0,Female,3.0,60.0,3.0,Less Than One Year,5.0,Technician
60348,Single,Master's Degree,Tenant,20000.0,3750.0,Female,2.0,54.0,15.0,More Than Seven Years,4.0,Clerical
78279,Married,Bachelor's Degree,Tenant,30000.0,2150.0,Female,2.0,54.0,18.0,More Than Seven Years,4.0,Farmer
44363,Divorced,Bachelor's Degree,Owner,20000.0,6250.0,Male,0.0,28.0,8.0,More Than Seven Years,3.0,Manager
8210,Married,Master's Degree,Tenant,10000.0,2750.0,Male,3.0,36.0,12.0,Unemployed,2.0,Professional
61035,Married,Bachelor's Degree,Tenant,45000.0,2750.0,Male,3.0,59.0,32.0,More Than Seven Years,7.0,Worker
44199,Single,Master's Degree,Tenant,25000.0,2750.0,Female,2.0,36.0,9.0,Less Than Four Years,3.0,Clerical
61440,Divorced,Master's Degree,Tenant,30000.0,2750.0,Female,1.0,48.0,6.0,Less Than One Year,3.0,Worker
52780,Married,Bachelor's Degree,Tenant,10000.0,5250.0,Female,0.0,42.0,6.0,More Than Seven Years,5.0,Manager
52781,Single,Bachelor's Degree,Tenant,35000.0,4250.0,Male,0.0,23.0,15.0,Less Than Four Years,4.0,Manager
59518,Married,Bachelor's Degree,Owner,20000.0,6250.0,Male,1.0,62.0,11.0,Less Than Four Years,4.0,Professional
83276,Married,Bachelor's Degree,Tenant,100000.0,4250.0,Female,1.0,29.0,11.0,Less Than Seven Years,4.0,Professional
21386,Married,Master's Degree,Tenant,15000.0,2750.0,Female,2.0,54.0,9.0,Less Than Four Years,2.0,Technician
81554,Married,Doctorate Degree,Tenant,45000.0,3750.0,Male,1.0,36.0,13.0,Less Than Seven Years,3.0,Professional
80650,Married,Master's Degree,Tenant,15000.0,2750.0,Female,0.0,24.0,22.0,Unemployed,3.0,Technician
22207,Single,Bachelor's Degree,Owner,20000.0,4250.0,Male,3.0,50.0,15.0,More Than Seven Years,3.0,Manager
70028,Divorced,Bachelor's Degree,Tenant,25000.0,2750.0,Male,1.0,39.0,36.0,Unemployed,6.0,Manager
22054,Married,Bachelor's Degree,Tenant,15000.0,2750.0,Male,2.0,38.0,7.0,More Than Seven Years,7.0,Clerical
68648,Married,Bachelor's Degree,Tenant,40000.0,2150.0,Male,0.0,60.0,1.0,Less Than Four Years,4.0,Army
49334,Married,Primary School Grad,Family Home,50000.0,500.0,Female,3.0,23.0,20.0,More Than Seven Years,4.0,Professional
44602,Single,Master's Degree,Tenant,10000.0,2150.0,Female,2.0,42.0,13.0,Unemployed,2.0,Worker
35634,Single,Primary School Grad,Family Home,40000.0,500.0,Female,3.0,21.0,3.0,More Than Seven Years,3.0,Manager
59156,Married,Bachelor's Degree,Tenant,10000.0,2150.0,Male,1.0,25.0,73.0,More Than Seven Years,7.0,Technician
33623,Married,Master's Degree,Tenant,35000.0,2750.0,Female,3.0,44.0,14.0,Unemployed,3.0,Professional
97939,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Male,0.0,71.0,19.0,Less Than Four Years,5.0,Manager
70448,Married,Primary School Grad,Family Home,30000.0,500.0,Male,3.0,36.0,28.0,Less Than Four Years,7.0,Clerical
5463,Married,Primary School Grad,Tenant,50000.0,500.0,Female,3.0,60.0,21.0,Less Than Seven Years,3.0,Clerical
50952,Single,Master's Degree,Tenant,20000.0,2750.0,Male,0.0,54.0,2.0,Unemployed,3.0,Farmer
88296,Married,Master's Degree,Tenant,80000.0,2150.0,Female,2.0,53.0,21.0,Less Than Four Years,3.0,Worker
